692 0.500000
325 0.666667
295 0.750000
3050 0.500000
1060 0.333333
612 0.600000
359 0.250000
850 0.666667
737 0.500000
216 1.000000
416 0.666667
1078 0.600000
141 1.000000
98 0.000000
345 1.000000
151 0.666667
324 1.000000
2145 0.000000
108 0.000000
340 0.500000
527 0.666667
1718 0.666667
510 1.000000
545 0.400000
410 0.000000
262 0.750000
566 0.333333
308 1.000000
184 0.800000
157 0.750000
365 0.500000
220 1.000000
3011 0.800000
237 0.500000
848 0.250000
1297 1.000000
801 0.333333
1110 0.500000
818 1.000000
527 0.500000
585 1.000000
472 0.666667
677 0.750000
2953 1.000000
1007 0.333333
334 0.500000
134 1.000000
168 0.500000
1809 0.750000
402 0.750000
265 1.000000
2695 0.000000
109 0.666667
412 0.333333
428 0.333333
3107 1.000000
162 1.000000
87 0.000000
901 0.500000
800 0.400000
1060 0.666667
143 0.000000
1240 0.333333
292 0.000000
257 0.333333
216 1.000000
331 1.000000
575 1.000000
290 1.000000
713 0.333333
1176 0.333333
1193 0.666667
763 0.333333
568 0.500000
781 1.000000
374 0.666667
1639 0.600000
268 0.400000
590 1.000000
268 0.666667
278 0.500000
224 0.000000
781 0.400000
4769 1.000000
540 0.800000
233 0.500000
440 1.000000
755 0.600000
464 0.000000
518 1.000000
1635 0.500000
513 1.000000
594 0.666667
574 0.500000
2018 0.200000
1366 1.000000
270 0.250000
189 0.000000
1686 0.500000
1233 0.750000
314 0.000000
